task,batch_id,slot_id,weight
humaneval,0,2848,3230
humaneval,0,3616,3221
humaneval,0,3720,3204
humaneval,0,3642,3200
humaneval,0,3776,3200
humaneval,0,2282,2952
humaneval,0,1629,2922
humaneval,0,2423,2832
humaneval,0,326,2734
humaneval,0,634,2703
humaneval,0,3689,2702
humaneval,0,2140,2700
humaneval,0,2088,2700
humaneval,0,1710,2651
humaneval,0,1479,2626
humaneval,0,732,2593
humaneval,0,581,2585
humaneval,0,2629,2508
humaneval,0,358,2506
humaneval,0,794,2471
humaneval,0,366,2467
humaneval,0,1218,2449
humaneval,0,3859,2345
humaneval,0,1038,2339
humaneval,0,2601,2303
humaneval,0,1801,2271
humaneval,0,3953,2225
humaneval,0,986,2218
humaneval,0,2996,2215
humaneval,0,3890,2215
humaneval,0,3338,2135
humaneval,0,3634,2133
humaneval,0,2782,2117
humaneval,0,2891,2093
humaneval,0,3959,2088
humaneval,0,885,2085
humaneval,0,513,2082
humaneval,0,1052,2082
humaneval,0,212,2078
humaneval,0,1758,2067
humaneval,0,3847,2063
humaneval,0,3806,2063
humaneval,0,552,2057
humaneval,0,3778,2056
humaneval,0,1296,2051
humaneval,0,1276,2051
humaneval,0,2810,2031
humaneval,0,908,1996
humaneval,0,2274,1992
humaneval,0,3811,1985
humaneval,0,1235,1985
humaneval,0,402,1973
humaneval,0,3827,1973
humaneval,0,810,1973
humaneval,0,1613,1941
humaneval,0,2637,1929
humaneval,0,1116,1924
humaneval,0,3344,1924
humaneval,0,2244,1895
humaneval,0,4087,1895
humaneval,0,3920,1881
humaneval,0,588,1860
humaneval,0,3723,1848
humaneval,0,638,1846
humaneval,0,625,1841
humaneval,0,3172,1841
humaneval,0,2435,1731
humaneval,0,809,1724
humaneval,0,375,1714
humaneval,0,1807,1709
humaneval,0,1329,1699
humaneval,0,1182,1697
humaneval,0,2325,1696
humaneval,0,1420,1686
humaneval,0,2816,1686
humaneval,0,4092,1674
humaneval,0,651,1667
humaneval,0,3607,1664
humaneval,0,593,1664
humaneval,0,802,1658
humaneval,0,285,1658
humaneval,0,2025,1654
humaneval,0,2118,1650
humaneval,0,1232,1638
humaneval,0,2028,1634
humaneval,0,367,1630
humaneval,0,1058,1627
humaneval,0,1205,1625
humaneval,0,1157,1624
humaneval,0,223,1621
humaneval,0,1617,1621
humaneval,0,3421,1621
humaneval,0,2851,1621
humaneval,0,3853,1615
humaneval,0,1819,1615
humaneval,0,3563,1613
humaneval,0,1708,1612
humaneval,0,4078,1612
humaneval,0,2448,1611
humaneval,0,2301,1610
humaneval,0,1647,1608
humaneval,0,1482,1608
humaneval,0,882,1608
humaneval,0,1241,1607
humaneval,0,4079,1607
humaneval,0,2292,1606
humaneval,0,4031,1605
humaneval,0,274,1605
humaneval,0,2462,1604
humaneval,0,647,1604
humaneval,0,2993,1602
humaneval,0,1496,1602
humaneval,0,3647,1601
humaneval,0,2486,1600
humaneval,0,39,1600
humaneval,0,2995,1600
humaneval,0,2108,1600
humaneval,0,2045,1600
humaneval,0,4005,1600
humaneval,0,3992,1600
humaneval,0,2781,1600
humaneval,0,355,1600
humaneval,0,3228,1600
humaneval,0,69,1600
humaneval,0,1217,1600
humaneval,0,2119,1600
humaneval,0,542,1600
humaneval,0,3137,1600
humaneval,0,2984,1600
humaneval,0,3051,1600
humaneval,0,3063,1600
humaneval,0,272,1600
humaneval,0,2739,1600
humaneval,0,53,1600
humaneval,0,1446,1600
humaneval,0,3079,1600
humaneval,0,1309,1600
humaneval,0,2422,1600
humaneval,0,801,1600
humaneval,0,1804,1600
humaneval,0,1786,1600
humaneval,0,1931,1600
humaneval,0,167,1600
humaneval,0,3864,1600
humaneval,0,3419,1600
humaneval,0,3481,1600
humaneval,0,1727,1600
humaneval,0,1895,1600
humaneval,0,3502,1600
humaneval,0,3567,1600
humaneval,0,1908,1600
humaneval,0,3679,1600
humaneval,0,2576,1600
humaneval,0,2415,1532
humaneval,0,724,1377
humaneval,0,1935,1356
humaneval,0,3424,1326
humaneval,0,2429,1325
humaneval,0,1488,1306
humaneval,0,2362,1256
humaneval,0,3230,1250
humaneval,0,1967,1250
humaneval,0,3121,1250
humaneval,0,3565,1077
humaneval,0,4034,1072
humaneval,0,308,1037
humaneval,0,2632,1026
humaneval,0,849,1026
humaneval,0,2037,1026
humaneval,0,1378,937
humaneval,0,1319,879
humaneval,0,2472,862
humaneval,0,3725,828
humaneval,0,1188,825
humaneval,0,2614,798
humaneval,0,1499,775
humaneval,0,1951,771
humaneval,0,1822,762
humaneval,0,383,757
humaneval,0,2458,751
humaneval,0,2625,751
humaneval,0,2527,740
humaneval,0,2212,733
humaneval,0,1733,733
humaneval,0,2046,733
humaneval,0,2231,733
humaneval,0,3809,721
humaneval,0,1657,715
humaneval,0,2607,714
humaneval,0,1621,714
humaneval,0,3901,704
humaneval,0,2243,699
humaneval,0,1234,686
humaneval,0,4077,669
humaneval,0,2461,662
humaneval,0,2821,658
humaneval,0,662,655
humaneval,0,2190,654
humaneval,0,260,651
humaneval,0,2858,650
humaneval,0,4067,648
humaneval,0,845,648
humaneval,0,678,642
humaneval,0,2149,633
humaneval,0,2843,631
humaneval,0,2009,631
humaneval,0,3368,623
humaneval,0,2183,621
humaneval,0,3935,620
humaneval,0,2656,619
humaneval,0,1933,612
humaneval,0,3702,601
humaneval,0,3660,597
humaneval,0,149,594
humaneval,0,944,591
humaneval,0,2987,583
humaneval,0,508,583
humaneval,0,3611,583
humaneval,0,1307,580
humaneval,0,67,572
humaneval,0,3041,568
humaneval,0,2549,568
humaneval,0,3919,562
humaneval,0,2641,561
humaneval,0,3517,558
humaneval,0,210,556
humaneval,0,3443,550
humaneval,0,1269,550
humaneval,0,1611,550
humaneval,0,2606,547
humaneval,0,3781,533
humaneval,0,2332,523
humaneval,0,1366,520
humaneval,0,1702,506
humaneval,0,3619,504
humaneval,0,300,504
humaneval,0,2043,504
humaneval,0,280,504
humaneval,0,1255,504
humaneval,0,357,504
humaneval,0,2418,504
humaneval,0,1211,491
humaneval,0,1539,491
humaneval,0,3413,487
humaneval,0,1430,486
humaneval,0,2266,485
humaneval,0,1006,478
humaneval,0,2972,466
humaneval,0,229,464
humaneval,0,2528,464
humaneval,0,1311,463
humaneval,0,80,462
humaneval,0,1918,456
humaneval,0,929,456
humaneval,0,3136,456
humaneval,0,4041,456
humaneval,0,1533,456
humaneval,0,1035,455
humaneval,0,3179,451
humaneval,0,548,444
humaneval,0,37,444
humaneval,0,2659,444
humaneval,0,3408,441
humaneval,0,2558,440
humaneval,0,2645,435
humaneval,0,1808,434
humaneval,0,359,433
humaneval,0,832,433
humaneval,0,1495,433
humaneval,0,2358,431
humaneval,0,1424,431
humaneval,0,2811,430
humaneval,0,2430,430
humaneval,0,3906,430
humaneval,0,2466,430
humaneval,0,3112,428
humaneval,0,3665,425
humaneval,0,3311,425
humaneval,0,3986,420
humaneval,0,2219,406
humaneval,0,3394,388
humaneval,0,1665,379
humaneval,0,3765,368
humaneval,0,1032,364
humaneval,0,203,364
humaneval,0,1204,359
humaneval,0,3222,349
humaneval,0,1147,337
humaneval,0,2239,337
humaneval,0,3106,337
humaneval,0,3092,337
humaneval,0,1346,337
humaneval,0,3343,330
humaneval,0,3294,328
humaneval,0,3678,319
humaneval,0,3977,317
humaneval,0,742,316
humaneval,0,108,313
humaneval,0,3862,313
humaneval,0,1099,313
humaneval,0,1712,307
humaneval,0,609,303
humaneval,0,1877,299
humaneval,0,1422,298
humaneval,0,4013,294
humaneval,0,56,291
humaneval,0,1151,288
humaneval,0,1044,288
humaneval,0,3661,284
humaneval,0,3487,283
humaneval,0,3446,281
humaneval,0,628,280
humaneval,0,963,279
humaneval,0,1987,277
humaneval,0,1978,272
humaneval,0,1714,272
humaneval,0,1744,270
humaneval,0,3047,269
humaneval,0,1020,267
humaneval,0,2378,265
humaneval,0,2042,262
humaneval,0,2229,262
humaneval,0,4080,260
humaneval,0,1267,260
humaneval,0,1481,260
humaneval,0,1476,260
humaneval,0,3445,260
humaneval,0,2482,259
humaneval,0,2899,258
humaneval,0,2594,255
humaneval,0,3621,255
humaneval,0,3157,255
humaneval,0,222,254
humaneval,0,1091,251
humaneval,0,2057,251
humaneval,0,106,251
humaneval,0,4042,251
humaneval,0,202,251
humaneval,0,54,250
humaneval,0,1243,247
humaneval,0,301,246
humaneval,0,3135,242
humaneval,0,1236,236
humaneval,0,1997,236
humaneval,0,3590,236
humaneval,0,4076,236
humaneval,0,1968,236
humaneval,0,3960,232
humaneval,0,933,229
humaneval,0,1840,228
humaneval,0,2473,228
humaneval,0,423,228
humaneval,0,2175,228
humaneval,0,2162,228
humaneval,0,850,228
humaneval,0,43,226
humaneval,0,1478,226
humaneval,0,3472,225
humaneval,0,3044,225
humaneval,0,824,225
humaneval,0,2062,223
humaneval,0,479,220
humaneval,0,113,220
humaneval,0,2348,220
humaneval,0,1061,220
humaneval,0,3676,220
humaneval,0,2089,220
humaneval,0,1018,219
humaneval,0,1694,219
humaneval,0,950,214
humaneval,0,406,210
humaneval,0,2232,207
humaneval,0,575,207
humaneval,0,3447,204
humaneval,0,3285,202
humaneval,0,351,195
humaneval,0,4026,194
humaneval,0,165,192
humaneval,0,3910,192
humaneval,0,2357,191
humaneval,0,534,187
humaneval,0,738,186
humaneval,0,4048,186
humaneval,0,1790,186
humaneval,0,1155,186
humaneval,0,421,184
humaneval,0,2321,184
humaneval,0,235,183
humaneval,0,3193,182
humaneval,0,1655,181
humaneval,0,2731,181
humaneval,0,3390,181
humaneval,0,3882,179
humaneval,0,3072,177
humaneval,0,283,170
humaneval,0,2024,170
humaneval,0,3606,168
humaneval,0,2029,166
humaneval,0,1557,164
humaneval,0,1893,163
humaneval,0,2193,163
